gene	Score	Rank	Rank_z
TAP2	9.9996462e-06	3719.66666666667	0.533916483933037
HNRNPU	-0.000101971460333333	6130.66666666667	0.533887155021649
KRBOX1	-4.4934092e-06	4938.5	0.533875065372969
CCL24	-6.56898733333333e-05	6744	0.533857373012079
CCDC66	-9.4720425375e-05	7000.5	0.533852307661272
RBPJ	0.000761305886666667	4917	0.533827884310578
WAC-AS1	-0.0002149115	3544	0.533815333634584
CHERP	-9.77355365e-05	7549.5	0.533813362875287
FAM170B-AS1	-2.5398301e-05	7794.5	0.533782655009547
CHST3	-7.27674486666667e-05	7173	0.533747501234737
PADI1	2.04065225e-05	8996	0.53374302080193
LRRC8D	-2.93146843333333e-05	7199.66666666667	0.53372632054016
CYB5RL	-0.00013801465	4315	0.533706969082985
CD302	-1.1472554e-05	10340	0.533677419354839
CDK13	-0.000159196246666667	5359	0.533642795666532
UBL3	6.429247675e-05	5386.25	0.533606190550122
RAB11FIP5	-1.80837286666667e-05	7813	0.533517120687573
RCN1	3.46451395e-05	4529.5	0.533428018676077
FKBP8	-1.1459981e-05	10335	0.53341935483871
PARP1	-3.07302558e-05	3230.8	0.53340911000082
IPO5	-4.08152846666667e-05	7600	0.533378890232875
HS3ST2	-1.50437452e-05	6967	0.53337205882353
EFNB1	-1.1455243e-05	10333	0.533316129032258
NTN5	-4.43040999999998e-07	8091.5	0.533278782216849
BTBD16	-2.69457325e-05	7707	0.533274645764245
ZSCAN30	-5.9633444e-05	6458.33333333333	0.533243174404408
KCNJ5	-1.1442724e-05	10331	0.533212903225807
KRT83	-0.000100637421466667	5874.33333333333	0.533209361436637
YTHDF2	-1.3541204925e-05	8280.5	0.53320478343885
TRRAP	-0.0001041205845	7289.5	0.533166580664597
PPAN-P2RY11	-1.1436491e-05	10330	0.533161290322581
PWRN1	-8.488824354e-05	2998	0.533151346663357
C1orf131	-9.0463896e-05	6771.66666666667	0.533129360042851
ADGRB3	2.1700368175e-05	4466	0.53312690757735
PIGC	-7.69535174575e-05	4492.5	0.533052513438601
RPS27A	-1.1425979e-05	10327	0.533006451612903
PLIN4	3.3146205e-05	9734	0.532994766992697
EVI5	-3.23262994e-05	3601	0.532968033642809
ANKRD33B	-8.99538754e-05	3890.4	0.532967774699051
SLC22A18	4.007046e-06	8671.5	0.532953793588584
DESI1	-1.13941405e-05	10324	0.532851612903226
TM9SF1	-1.1390088e-05	10323	0.5328
DCDC2C	-0.00021481517	3537	0.532760957975599
TIRAP	-1.1389014e-05	10322	0.532748387096774
METTL21A	1.05637628666667e-05	5407.33333333333	0.532718456258142
PROKR2	-8.5144283e-05	6517.66666666667	0.532649695149553
FASTKD2	-0.0001333304285	5896	0.532631789669062
RAB3C	-1.35584556666667e-05	4099.66666666667	0.532598239197166
PDPR	-9.931706925e-05	5054	0.532507963641053
TMEM256	-1.13634715e-05	10316	0.532438709677419
GNAI2	-1.135957e-05	10315	0.532387096774194
GPR137C	-5.32170766666667e-05	7529.66666666667	0.532333989553784
CS	-7.0749515e-05	1847	0.532302654283673
CTSL	-3.8439097e-05	8397.5	0.532283027467215
TEKT4P2	-1.3303657975e-05	4518.75	0.5322814227754
TMPRSS11BNL	-3.727088785e-05	7247	0.532261682242991
SNAI3	-3.74677e-05	8410	0.532185597325676
EPN1	-1.135126e-05	10311	0.53218064516129
ULK4	-7.2927243e-05	5433.8	0.53217215119734
TSPAN19	-1.133686e-05	10310	0.532129032258065
TIMM10B	-1.4466766e-05	8007.33333333333	0.532127396721719
BLOC1S2	-1.13210335e-05	10309	0.532077419354839
PRB2	-8.639671925e-05	3869.5	0.532053452032145
AFAP1L2	-0.000107188799333333	5672.33333333333	0.532035215338711
MSL2	-1.1318481e-05	10308	0.532025806451613
IL32	-0.00011438347275	5513.75	0.531998062967281
ZNF844	-3.5237272e-05	7311	0.531972264094061
FAM98B	-2.95796e-05	2384	0.531947672693301
THSD7A	-7.3084042395e-05	4698	0.53183985406119
IL7	-5.71544999999996e-07	8810.5	0.531837467714458
GNG5	-0.0001436067	4976	0.531832166717685
MIR155HG	-0.00013983917	5816	0.531820641141594
DTWD2	-2.404884e-05	7306.33333333333	0.531798453832068
PTGFRN	-5.8359935e-05	6781.33333333333	0.531780815158307
SLC38A11	-0.000104626778	4512.66666666667	0.53175249484335
PDIA5	-3.82459066666667e-05	3517.66666666667	0.531721773407471
GREM1	1.3992425e-05	8837	0.53171982715305
CCDC140	-1.1298823e-05	10302	0.531716129032258
FAM216B	-3.642785e-06	8482	0.531653743342378
ERCC5	-4.837279e-05	6795.5	0.531638548889559
SET	-1.9153303e-05	8054.5	0.531633886041604
DRC7	-4.10984225e-05	7064	0.531614832680133
SNORD115-25	-1.1270646e-05	10300	0.531612903225807
PPCDC	-7.356988e-05	5370.33333333333	0.531600611540001
NCKAP5	-6.94618533333333e-06	5670	0.531564065259921
LDLRAD1	-4.89655576666667e-05	6954	0.531522597798046
GNAS	-0.000104785354333333	5367	0.531497205062148
ZNF878	-1.1257178e-05	10296	0.531406451612903
TBC1D7	-5.03833615e-05	6667.25	0.53140083788131
CCP110	-1.1254176e-05	10295	0.531354838709677
LINC00525	-6.9144988e-05	6375	0.531344548286604
KCNJ15	7.475301025e-05	2043.5	0.531339131347238
GABRB2	2.440542085e-05	5738.25	0.531332391500759
ST8SIA3	-8.00546273333333e-05	6811.66666666667	0.531310997994708
L3HYPDH	-0.000139962679	5237	0.531292909445165
CACTIN	-0.00010642059	4576	0.531271009286065
SRRT	-1.12418375e-05	10292	0.5312
MTCL1	-0.000108604945	5989.5	0.531170656215456
NELL1	1.834729765e-05	4378	0.531153543795541
TEX55	-0.000232817033	5604	0.5311189629183
ZNF134	-1.122711e-05	10290	0.531096774193548
JMJD7	-0.0001382201075	5518.5	0.531069125256913
ATF2	-1.1218622e-05	10289	0.531045161290323
LRIF1	-3.59435251e-05	8064.66666666667	0.530999830375346
ENDOG	-1.120101e-05	10286	0.530890322580645
KLK6	-8.73954664333333e-05	6405.33333333333	0.530882963538964
C10orf88	-1.1195283e-05	10285	0.530838709677419
MAP3K14-AS1	-0.000214667	3524	0.53080283175177
RUNX2	-0.000101477144333333	5660.33333333333	0.530790024837625
NUDT2	-1.11893605e-05	10284	0.530787096774194
BRI3	-0.000108190007	5695.66666666667	0.530777592368595
SERINC1	-4.08888666666666e-06	7256	0.530758688932903
LINC01197	-1.1186776e-05	10283	0.530735483870968
TMBIM6	-1.79057156666667e-05	6534.66666666667	0.530732758580645
FAM227B	1.59900235e-05	5204.25	0.530682256588895
CHST15	-7.54666395e-05	6526.66666666667	0.530650272238472
SLC25A12	-3.284139935e-05	7389	0.530572444980404
FMNL3	2.2631405e-05	8966	0.530532730378856
SHFL	-1.1132644e-05	10279	0.530529032258064
ATP13A5	-8.94101923333333e-05	6226	0.530524294041557
RGS6	-4.9601594e-05	6961.33333333333	0.53050265755634
TLR2	-1.1064633e-05	10278	0.530477419354839
SHANK1	-5.8760935e-05	6500.5	0.530465601447091
FOXN3-AS1	-1.5053183e-05	8791.5	0.530390274477793
SASH1	-6.52878535e-05	4312	0.530232272017303
GLB1L3	-0.000109467974	4884	0.53020071451483
FUT10	-6.953111125e-05	5232	0.530200318937011
UBE2C	-1.1025317e-05	10272	0.530167741935484
ZNF880	-0.000165786235	5689.5	0.530081800824038
ZEB2-AS1	-1.102307e-05	10270	0.530064516129032
C1QBP	-0.000112112179	6768.5	0.530039183903522
TRMT61B	-1.1021244e-05	10269	0.530012903225806
C12orf71	-1.4981536e-05	8769.5	0.529997382038686
TRAPPC9	-6.344270375e-06	5500.5	0.5299834018426
MRPL13	-2.65708868e-05	7646	0.529955180383881
PIK3R5	3.36424858e-05	4823.5	0.529927457455682
TUBA3C	-1.0999892e-05	10267	0.529909677419355
ADAMTS14	-8.471149415e-05	5550.5	0.52989504370674
OR4N3P	-0.00022477389	5585	0.529869480454226
CIDEB	-1.0995133e-05	10266	0.529858064516129
MAP1LC3C	-7.5132688e-05	6264	0.529857893677514
SORL1	-0.0001216838	4884.33333333333	0.529791857868278
ZNF410	-3.40745365e-05	7301	0.529769791980706
ADGRF3	-2.6629568e-05	2497	0.529732879045997
ABCC3	-0.000136789028	4337.5	0.529719625477992
ADH4	-0.000100995257	5599.33333333333	0.529712119610523
GSTM1	9.6028175e-05	9812.5	0.529669379961813
COL15A1	3.43366100000001e-06	5292.5	0.529656793314286
ASB7	-0.0001063055275	5975.5	0.529641563661944
ZFP14	-5.21128293333333e-05	7323.33333333333	0.529633924095716
CALCOCO1	-1.09621415e-05	10260	0.529548387096774
PAMR1	-6.3400868e-05	6405	0.529520249221184
FGF21	-1.0958161e-05	10259	0.529496774193548
B9D2	-3.42814693333333e-05	7462.66666666667	0.529473386474278
UPRT	2.738545e-07	8504.5	0.529442347502764
CWC27	-1.40804120525e-05	4158.25	0.529414682839446
EIF4E	-6.5690787e-05	6373	0.529408340870264
OR5AC2	-9.0645965e-06	8314	0.529385991357653
COPA	-0.000106016959	7171	0.529377238118839
METAP1D	-0.000116495692	5890.5	0.5293603456939
APOC1P1	-1.0930626e-05	10256	0.529341935483871
CDH9	-3.10096425e-05	5197	0.529331100281723
ARPC4-TTLL3	2.3960225e-05	8969	0.529318942819817
BCL2L14	-3.62862716e-05	3328.4	0.529286039180802
MAST2	-6.94485983e-05	5162.8	0.529272378968866
UXT	-1.09109815e-05	10254	0.529238709677419
CDC42BPB	-5.7260279e-05	6498.5	0.529213707165109
CARD18	-1.0906981e-05	10253	0.529187096774194
ELFN2	0.0038294137165	9912	0.529183720229123
SLC30A6	-4.063656225e-05	7098.75	0.529164430267208
PLAC9P1	2.2816783e-05	8937	0.529158154959301
RAB28	-1.0904316e-05	10252	0.529135483870968
HACE1	-6.428446299e-05	4920	0.529051174628227
CSMD2-AS1	-1.0868702e-05	10249	0.52898064516129
ANKRD62	-0.0001470884325	5725	0.528956848557934
CD1D	-0.0001115233905	7028.5	0.528953252773202
OR5P3	-0.000104167479333333	4456.66666666667	0.528923179328067
HIC1	-0.000102721175	4542	0.528901565022126
PHACTR2-AS1	-0.00010570484	5962.5	0.528897276655613
PPIH	-3.34815551e-05	7307	0.528881921414933
SH3D19	-4.15765285e-05	6940	0.52888079589991
PDE8B	3.297431e-05	9094	0.528878544869862
KRT79	-8.56446515e-05	7775	0.528867530574465
NOVA1	8.8560535e-06	8665	0.528805707969048
SEPTIN4	-1.0839569e-05	10245	0.528774193548387
PEMT	-0.000107852426666667	4683.66666666667	0.528757010002726
ANKRD40	1.683701e-05	8823	0.528748789066426
KLC4	-1.0828783e-05	10244	0.528722580645161
FMN1	-5.281751638e-05	4235	0.528706301899302
RHCG	-1.0828564e-05	10243	0.528670967741935
MIR124-2	-1.0828248e-05	10242	0.52861935483871
ZIC4	-2.658194e-06	7087.5	0.528618893224158
KCNJ16	-0.000102658133833333	5137	0.528603270942515
OXNAD1	-1.955498e-06	6882.33333333333	0.5285749551793
SLC2A9	-7.21465235e-05	5551.75	0.528560014239743
ANXA1	-0.00011125664135	6551.5	0.52854237861318
INAFM1	-1.07752785e-05	10240	0.528516129032258
CD99P1	-3.6852908175e-05	5958.5	0.528512764570081
PPP1R1A	-2.24208383333333e-05	7743.66666666667	0.528475060218629
ANKRD9	-0.000105862349	7166	0.528426088266305
SELL	-1.0763073e-05	10238	0.528412903225807
TMEM99	-1.074127e-05	10237	0.528361290322581
SASS6	-2.79977866666667e-05	3645.66666666667	0.528276723509079
MGAM	-0.000116795456666667	4742.66666666667	0.528262828791944
XIRP2	-3.64764635e-05	7171.5	0.528218269520651
RIMS1	-7.6776585e-05	4104.25	0.528210007279484
ZNF519	-6.57583499999999e-06	9232.5	0.528200492689824
SENP6	-4.83128423333333e-05	6658	0.528135802216522
SH3RF3	-3.0425514e-05	3579	0.528056739808138
MIR648	-6.4335141e-05	6358.5	0.528024520148729
MAB21L3	-1.0703295e-05	10230	0.528
EVA1B	-4.1618108e-05	8278	0.527996517159114
PEX14	-5.985310175e-05	4942.5	0.527991410127988
NKAPP1	-2.05446115e-05	7891.5	0.527913415737112
PRG2	-9.5928275e-06	8792	0.527891270061076
SPINK6	0.000217663581433333	6512	0.527866781198461
SNHG15	-8.10980592333334e-05	6275	0.527810286769079
TMEM213	-2.317478e-06	7224	0.527804143540144
PPP1R12A	-3.03144017666667e-05	7406.33333333333	0.527753178185702
ODAD2	-8.4395596e-05	6123	0.527698522761532
TOX2	-6.528904514e-05	4491.8	0.527665725622992
USP49	-3.371978515e-05	7262.5	0.527660496432519
DHRSX	-3.378664705e-05	4839	0.527642425074845
ZHX1-C8orf76	-1.066775e-05	10223	0.527638709677419
FGF14-IT1	-1.71012675e-05	8034.5	0.527595538136871
SGK1	-6.7315514175e-05	6904.75	0.52756480210017
OSBPL10	-7.722139505e-05	4137.25	0.527497089327163
CCDC68	-0.000107709768333333	4880.33333333333	0.527394946562149
CLCN1	-1.7867806e-05	6187	0.527369961790027
ESRP1	-3.30756616666667e-05	7354.66666666667	0.527359538306328
PRR32	-4.0187846e-05	6973.5	0.527359340769772
TMEM201	-0.0001125122865	6926.5	0.527352187708021
USF1	-1.7277048e-05	8086.66666666667	0.52730338866501
TPD52	-1.51992335e-05	8092.5	0.527289719626168
SLC16A2	-1.59632023333333e-05	6618.66666666667	0.527289335894663
RORA	-7.934015825e-05	3703.25	0.527280188117311
ALKBH6	-1.0599069e-05	10216	0.527277419354839
SERHL	-0.000136009185	4225.5	0.527206382616892
STK40	-1.0576772e-05	10213	0.527122580645161
LNPEP	-6.7018195475e-05	3792.5	0.527057510403052
LHFPL3	-2.3592199e-05	4646.6	0.526905414962725
SH2D7	-8.721727556e-05	6015.33333333333	0.52689705882669
TLE6	-0.00016536389	5059.33333333333	0.526872492844097
HSPB7	-2.50309056666667e-05	7204.33333333333	0.526869338578132
VPS26C	-1.0560294e-05	10208	0.526864516129032
ADAM28	-0.000104201616166667	5040.33333333333	0.526843414992841
MAPK8IP1	-9.6444922e-05	7329.5	0.526815060565864
PPP5D1	-9.572434525e-05	4408.75	0.526795544837412
MLPH	0.00012227809202	3895	0.526759492772802
UBE2H	-3.165761025e-05	4586.75	0.526718972339134
FAM207A	-4.48314805e-05	6786.5	0.526701557632399
THOC2	-1.0510268e-05	10203	0.526606451612903
FASTK	-0.0001384193115	5586.5	0.526558815212163
MIR520G	0.000106009145	9810	0.52655869761833
ZNF470	-6.16163146666667e-05	6855.33333333333	0.526549873878919
SELENOF	0.00102618171666667	6085.33333333333	0.526540436577618
PGK2	-1.0500599e-05	10201	0.526503225806452
MARCHF1	-3.066178e-05	5955.25	0.526491396173687
LIN7B	-0.000131943187666667	5543.33333333333	0.526443339170188
CNOT1	1.49192196666667e-05	2941	0.526433092053021
SETMAR	-0.00011476023925	6262	0.526373015757328
ERC1	-5.79736987e-05	3320.75	0.526358631178277
UBA6	-7.5913026e-05	4519	0.526351755322842
CDK12	-2.46474875e-05	7629	0.526267189227213
UGT3A2	-1.0491638e-05	10196	0.526245161290323
PSME2	-1.53495733333333e-05	7156.66666666667	0.526216698181989
GNA11	2.64772405e-05	8942.5	0.526215978293639
LBHD1	-1.0488651e-05	10195	0.526193548387097
KANK1	-3.5993360325e-05	3858	0.526178892947482
TBCA	-1.27903333333334e-06	3353.33333333333	0.526162897634685
C1orf141	5.3270802e-05	9359.5	0.526133815696915
PCCB	1.66931753333333e-05	4373	0.526116413969491
SLC22A7	-0.00013193069	5849.5	0.526073277650637
UICLM	-2.3960752e-06	5284	0.5260569971537
LARGE2	-1.046734e-05	10190	0.525935483870968
PTGR1	-5.77836566666667e-05	6205	0.5259306634078
CAPZB	-8.85497662666667e-05	6134.66666666667	0.525927353803179
HLA-DRB5	-4.334058612e-05	5751.6	0.525905104784182
GABRB3	-5.07388116e-05	3577	0.525897170594403
MIR548F2	-1.0456484e-05	10188	0.525832258064516
DDI2	2.89530929333333e-05	6808	0.525822941613223
LACTB	-8.7584522e-05	5165.66666666667	0.525787274687693
H2BC1	-1.0453487e-05	10187	0.52578064516129
MSX2	-9.45635384666667e-05	6383	0.525773197333904
ST6GALNAC2	8.8647225e-06	8597.5	0.52576175258768
ALOXE3	-0.000136506658333333	5592	0.525751268548316
IMMT	-6.92060877666667e-05	6318.66666666667	0.525708032283328
FOXD4L3	-0.0001660628	5590	0.525679509597025
TGS1	-0.000115082145	5817	0.525664556325997
VLDLR-AS1	-1.2978301e-05	7070.66666666667	0.525635978697579
GALNT15	-8.5259589625e-05	4099.5	0.525544281154496
WASHC2C	-3.946111e-05	6954	0.525497497738921
TMEM244	-0.000103319717666667	5591.66666666667	0.525442427085368
FOXI2	-0.0001341049275	4071.5	0.525396751356841
SMN2	-0.00021406269	3488	0.525380328362705
CMTR2	8.2347175e-05	9609.5	0.525375218570998
MED25	-1.0380043e-05	10179	0.525367741935484
DYNLT1	-0.000138481925	5104	0.525319503034367
GUF1	-0.00011386587215	6297.5	0.525284414189856
SPRED2	-4.989983451e-05	5093.25	0.525249952064722
C3orf33	-0.00010124298	4936.5	0.525226097900582
IRF5	-1.95327915e-05	7864.5	0.525224560345694
FBXO5	-7.92562366666667e-05	4311.33333333333	0.525166597436037
CCDC80	-3.6279834e-05	5564.75	0.525137270554063
PLCXD2	5.182705e-06	8516	0.525123505175359
PSRC1	-1.0328015e-05	10174	0.525109677419355
LRWD1	-0.000132211145	3909.5	0.525104954593822
AMFR	7.625175e-06	5329.5	0.525067686650842
MIR521-2	-1.0313716e-05	10173	0.525058064516129
NTPCR	-2.0224489e-05	7552.66666666667	0.525048701935159
ROR1	6.660518e-06	7468.66666666667	0.525015914580329
USP3-AS1	-0.000122044048333333	6355.66666666667	0.525015850085967
PIK3R1	-2.41177346866667e-05	4959.33333333333	0.524996367420951
LINC02582	8.9614203e-05	9649	0.524969952768566
ICOSLG	-0.00010791367	5179	0.524957374115543
KRTAP19-2	-1.0281223e-05	10171	0.524954838709677
C16orf82	-9.49496492e-05	5921.33333333333	0.524938509478187
BTBD19	-1.0263876e-05	10170	0.524903225806452
MTMR10	-0.00010701184	5856	0.524891327504773
HOXD3	-5.58489691666667e-05	6455.33333333333	0.524861285047448
NUS1	-0.000136461405	5685	0.524839393025827
CAB39L	3.746121171e-05	5013.4	0.524822312895126
OSBPL1A	-8.51458514e-06	4941	0.524715928305655
ZNF311	6.76224951333333e-05	5986.66666666667	0.524697249463548
MIR1972-1	-1.0222779e-05	10165	0.524645161290323
TPD52L2	-1.0222462e-05	10164	0.524593548387097
ZNF347	-0.00011027918152	6429	0.524546584454519
C12orf54	-9.46974936666667e-05	5442	0.524483020162253
BPIFA4P	-1.01865935e-05	10161	0.524438709677419
LINC01591	-0.000108075815	5840.5	0.524433484071953
EPHA1-AS1	-4.8243496e-05	6613.5	0.52442013867953
AP1S3	-9.82329616666667e-05	5956	0.524331084861385
CYP8B1	-1.0125881e-05	10158	0.524283870967742
MIR26B	8.137536e-05	9565	0.524251552607778
MSH2	-1.01946983333333e-05	7009.66666666667	0.524248379489938
CDCA2	3.899828695e-05	5789.25	0.524248058702377
PRTG	-9.99505036666667e-05	5602.66666666667	0.52423831518226
MAPKAPK3	-0.000103355742	4473	0.5242240001705
LINC00968	-7.8563844e-05	6644	0.524223881329404
TOR1A	-0.0001191465695	6168.5	0.524220538460417
RTN4	5.234773e-06	3744	0.524199541830219
KRT19P2	-1.0111292e-05	10156	0.52418064516129
MYOG	-1.011119e-05	10155	0.524129032258065
TM9SF2	-6.8524584e-05	6870.33333333333	0.524093867742267
CLDN9	-2.3964411e-05	6812	0.524090594271926
LAMA1	-9.91630845e-05	5100.75	0.524047686334753
IRS2	-1.29591721e-05	8084	0.52404043814692
CLDN2	-1.0094607e-05	10153	0.524025806451613
TNFSF13	-1.0094187e-05	10152	0.523974193548387
RB1-DT	-1.00854395e-05	10151	0.523922580645161
NACC1	0.00011284152	9781.5	0.523865742136469
GPR1	3.93616e-06	8463.5	0.523855773289117
SLC2A6	-6.0006904e-05	6319.5	0.523836478745855
PLA2R1	-3.65184693e-05	2423.4	0.523797531016194
APMAP	-6.64919365e-05	6235	0.523752145513014
GOLGA6D	-1.0021517e-05	10147	0.523716129032258
TCN1	-9.999972e-06	10146	0.523664516129032
CELA3B	-3.313188385e-05	7186.5	0.523640156768164
USP50	-4.76201543333333e-05	6945	0.523622683414489
ITSN1	-6.998338075e-05	5273	0.523600879570989
ZNF829	-3.267192675e-05	7202	0.523584765350216
BRK1	-9.971154e-06	10144	0.523561290322581
LRRC7	-9.0897515e-05	5707.2	0.523552643056319
WAPL	9.48786933333333e-06	5312	0.523469420352801
GUCY1B1	9.813033e-06	8560.5	0.523461039091549
DAZL	-9.7934465e-06	8162.5	0.523326298864436
GPR55	-6.7469953175e-05	4914.25	0.523326049392335
SSNA1	-9.924776e-06	10139	0.523303225806452
ZNF627	-9.92414e-06	10138	0.523251612903226
BRI3BP	-4.4529748e-05	9181.5	0.523245327324478
SLC16A13	-9.893428e-06	10137	0.5232
C17orf102	-9.879149e-06	10136	0.523148387096774
PPFIBP1	-3.64670625333333e-05	7366.66666666667	0.523073458645964
CCDC83	-4.333141e-06	7575.66666666667	0.523005561413333
UBALD1	-1.055069e-05	7755	0.522975964700296
ADAM11	-0.00013370813	4196	0.522911460626115
RBPMS2	-2.23345945e-05	7641.5	0.52290423073058
SPOCD1	-9.82985e-06	10130	0.522838709677419
MIR1283-2	-3.132846315e-05	7245.5	0.522823836800322
FGF7	-9.0925769e-05	5351.66666666667	0.52280771762961
SNCB	4.898963e-05	9621	0.522805972527926
ZNF462	-6.30776373333333e-05	6156	0.522767876170582
MORF4L2	-9.826985e-06	10128	0.522735483870968
STARD4-AS1	-2.544448675e-05	7508	0.522685961209929
WDR49	-0.000100243266	4459.66666666667	0.522604177877837
CFHR4	-6.55543796666667e-05	6992.33333333333	0.522551969897262
AMZ2	-0.000138439215	4366	0.522527026514876
VASH1	-0.000127378051	6006	0.522516764572978
RASA2	-9.7815455e-06	10123	0.522477419354839
ZFYVE9	0.000103615857666667	5270.66666666667	0.522419295981314
SEMA6C	-9.775007e-06	10121	0.522374193548387
FOXD1	-0.0002136526	3468	0.522367826479892
ORC5	-6.6098986975e-05	4091.25	0.522347388811009
EMC9	-1.86095095e-05	7820	0.522341232036981
HSPA12B	-9.768806e-06	10120	0.522322580645161
LINC00477	-2.648800695e-05	7455.5	0.522322500251231
CFAP100	-4.8751935e-05	6544	0.522226107928851
UBAP2	-1.876979975e-05	5175	0.522180506616357
FBN1	4.7497535e-05	9204.5	0.52216637523867
SMCO4	-5.5063115e-05	6377.5	0.522162033966436
CCDC87	-9.738613e-06	10116	0.522116129032258
SUMO2	-0.0001127291825	6256.5	0.521980138866619
ORC3	-0.00010573573	4581	0.521962453497662
TMEM104	-0.000101180699333333	5130	0.521863435760668
FANCA	-0.00010313112	5419.66666666667	0.521861910395128
C8orf58	-4.03781686666667e-05	6820.33333333333	0.521827099859654
POLD4	-0.00021355774	3464	0.521765326103329
GAREM2	-9.673533e-06	10109	0.521754838709677
CD226	-1.66279405e-05	7907	0.521748085619536
NWD1	-1.11781949666667e-05	6266	0.521637930245458
C19orf73	-1.94361655e-05	7757.5	0.521632720329615
ID4	-0.000104761055	6999	0.521588952864063
TRA2A	-8.6375495e-05	5969.5	0.52158448397146
C11orf58	-4.5736673e-05	6637.5	0.521577409305597
UTP14C	-9.6403555e-06	10105	0.521548387096774
ATXN1	-3.88407425e-05	3331.25	0.521524981868288
MANBA	-6.43480373333333e-05	5842.33333333333	0.521524453125027
KIF1B	8.52086815e-05	5363.25	0.521515320455964
FSTL4	-3.3267655e-05	3467.4	0.521507124419988
KRTAP4-5	-9.629191e-06	10104	0.521496774193548
PCAT6	-9.626128e-06	10103	0.521445161290323
EXOC7	-4.7886483e-05	6844.33333333333	0.521390873457378
OTOP1	-1.8957045e-05	7486	0.521314562725029
ELK1	-9.578037e-06	10100	0.521290322580645
LCN12	-6.1084912e-05	6243.5	0.52128252436941
ANKMY1	-6.99809537e-05	5120.75	0.521248697847719
CSRP2	-4.081095e-05	6781	0.521212018892574
OR51A4	-9.549414e-06	10098	0.521187096774194
CDC42BPA	4.844375e-06	5890.25	0.521185550983317
ST3GAL1	-0.000107576679333333	5458.33333333333	0.521183493154717
SAA3P	-0.000111258484	6710	0.521178109800835
RCCD1	-6.0850692e-05	6245	0.521164425685861
PCDHA6	-3.34554615e-05	7106	0.521098341875188
SNRPB2	-3.27808115e-05	7138.5	0.521064978394131
CA5A	-1.37096655e-05	8486.5	0.520985119212474
TMED10	-0.000123263375	5672	0.520942377650488
MTTP	-9.476489e-06	10093	0.520929032258065
BBS12	-5.302615e-05	7888	0.520887588006355
THTPA	-3.558771e-06	1223	0.520868824531516
ITGAX	-9.444358e-06	10091	0.520825806451613
FOXE1	-0.000106507993333333	4740	0.520776945711498
CASK	-1.84396408333333e-05	3854.66666666667	0.520709898947774
LINC00347	-9.414944e-06	10088	0.520670967741935
LINC02724	-9.409443e-06	10087	0.52061935483871
TM4SF19	2.4240225e-05	9326.5	0.520576569537775
EEF2K	5.2581535e-05	9223.5	0.520531966636519
STRIP2	-7.202105e-05	6110	0.520526580243192
PPP1R12B	-1.96908575e-05	7710.5	0.520502220882323
FBXO10	-9.95795e-05	5814	0.520499567882625
DNAJA2	7.1346315e-05	9397.5	0.520494342277158
KRTAP3-1	-9.378595e-06	10084	0.520464516129032
TLE4	-9.2307708e-05	5952.33333333333	0.520457446040501
SNX5	-0.000101371502333333	4769.66666666667	0.520449417158385
KIF20A	-9.346699e-06	10081	0.520309677419355
CYLD	-8.23248266666667e-05	2743.66666666667	0.520243151493381
XRCC5	-8.247199475e-05	6683.75	0.520236869666676
LINC00937	0.001767230337774	4994.6	0.520216408534282
SORCS2	2.744770125e-05	4586.75	0.520183691995649
ZNRF2	-0.0001408498915	4650.5	0.520131294549801
HOXB3	-9.327216e-06	10076	0.520051612903226
SETD4	-0.000111878902	5588.33333333333	0.520036122558603
TEX35	-6.95285185e-06	5086.5	0.520034687036325
UBE2E2-AS1	-0.00021322393	3452	0.519957824973641
BCAN	-0.000100917009666667	5073.33333333333	0.519912939416093
MT1HL1	-9.292873e-06	10073	0.519896774193548
CAMK2D	-5.18590581e-05	3076.2	0.519894652269944
SEM1	-1.26024727e-05	7994	0.519859632197769
KRT24	-9.285468e-06	10072	0.519845161290323
CTRB2	-4.46456566666667e-05	7399.66666666667	0.519836895040859
ZNF93	-4.84089315e-05	6407.25	0.51979737861159
ACSL1	-6.72726e-06	8157	0.519767500753693
CHI3L2	4.358567e-05	9093	0.519710903426791
ALOX15B	-7.64356713333333e-05	6524	0.519660059902802
ZNF624	0.0001153926425	9678	0.519648035373329
SAP30BP	-9.276145e-06	10068	0.519638709677419
UBE3C	-7.050728325e-05	6167.5	0.519623227829716
PACS2	-0.0001190113915	6001	0.51953586480669
RAB37	-1.06045595666667e-05	5947	0.519532215865684
IGF2BP2-AS1	-4.68845535e-05	6550	0.519505255753191
SNX10	3.4080687e-05	8899	0.519449462365591
HK2	-0.000107970602	4560	0.519410549596321
DCLRE1C	-2.0814283e-05	7647	0.519399939704552
MUC16	4.40247875e-05	3916.25	0.519366612026277
SFTPD	-5.251387e-05	6841.33333333333	0.519357231963962
RERE	-8.725375246e-05	4216.8	0.519283183194617
KCNMB4	2.5821738e-05	8774	0.519278866445584
SLCO1B3	-8.8985494e-05	5883	0.519275737657677
ADH1B	-9.19189036666667e-05	4808	0.519236937456861
MIR938	-9.249927e-06	10060	0.519225806451613
RAB3IP	-5.3932475e-05	3153.5	0.519222818346965
FAM228B	-3.06098893333333e-05	6401	0.519186159826535
DEFB131B	-9.233411e-06	10059	0.519174193548387
PRPF8	-0.000105866887333333	4806.33333333333	0.519147199061211
CNTNAP3	-1.5687942e-05	7874	0.519091709375942
